Pot,Day,Recovery day,Genotype,FTSW,NCR (not by highest),NTR,Experiment,ID,Comment on data point,Excluded selection,phase
28,4,,PI 471938,0.512711864,0.929294813,0.948768668,GC2,28GC2,,,Drying phase
28,5,,PI 471938,0.347457627,0.795442678,0.801125405,GC2,28GC2,,,Drying phase
28,6,,PI 471938,0.245762712,0.667701775,0.641394358,GC2,28GC2,,,Drying phase
28,7,,PI 471938,0.199152542,0.608611435,0.569180632,GC2,28GC2,,,Drying phase
28,8,,PI 471938,0.194915254,0.615497116,0.570621595,GC2,28GC2,,,Drying phase
28,9,,PI 471938,0.144067797,0.534418052,0.465834093,GC2,28GC2,,,Drying phase
28,10,,PI 471938,0.110169492,0.461470049,0.382789612,GC2,28GC2,,,Drying phase
28,11,,PI 471938,0.063559322,0.352806631,0.281337576,GC2,28GC2,,,Drying phase
28,12,0,PI 471938,0,0.104579911,0.078881336,GC2,28GC2,,,Drying phase
28,13,1,PI 471938,,0.667755687,0.498490356,GC2,28GC2,,,Recovery phase
28,14,2,PI 471938,,1.041721374,0.807907385,GC2,28GC2,,,Recovery phase
28,15,3,PI 471938,,1.226456488,0.979467755,GC2,28GC2,,,Recovery phase
28,16,4,PI 471938,,1.1379129,0.922389735,GC2,28GC2,,,Recovery phase
28,17,5,PI 471938,,1.128030162,0.934669418,GC2,28GC2,,,Recovery phase
2,1,,93705-36,0.783464567,1.002825662,0.956597583,GC2,2GC2,,,Drying phase
2,2,,93705-36,0.598425197,0.975721271,0.975311769,GC2,2GC2,,,Drying phase
2,3,,93705-36,0.531496063,1.0147246,1.027069288,GC2,2GC2,,,Drying phase
2,4,,93705-36,0.484251969,1.006728467,1.04102136,GC2,2GC2,,,Drying phase
2,5,,93705-36,0.311023622,0.8466486,0.864172001,GC2,2GC2,,,Drying phase
2,6,,93705-36,0.216535433,0.748681561,0.766168243,GC2,2GC2,,,Drying phase
2,7,,93705-36,0.18503937,0.61975513,0.620906191,GC2,2GC2,,,Drying phase
2,8,,93705-36,0.177165354,0.603861686,0.577518456,GC2,2GC2,,,Drying phase
2,9,,93705-36,0.114173228,0.533726422,0.491780422,GC2,2GC2,,,Drying phase
2,10,,93705-36,0.118110236,0.573006759,0.524732178,GC2,2GC2,,,Drying phase
2,11,,93705-36,0.078740157,0.340692928,0.297905448,GC2,2GC2,,,Drying phase
2,12,0,93705-36,0,0.116789773,0.099642474,GC2,2GC2,,,Drying phase
2,13,1,93705-36,,0.689608791,0.577100085,GC2,2GC2,,,Recovery phase
2,14,2,93705-36,,1.057204874,0.901764389,GC2,2GC2,,,Recovery phase
2,15,3,93705-36,,1.290268013,1.146807566,GC2,2GC2,,,Recovery phase
2,16,4,93705-36,,1.158898376,1.036724418,GC2,2GC2,,,Recovery phase
2,17,5,93705-36,,1.181425511,1.082279107,GC2,2GC2,,,Recovery phase
20,1,,93705-36,0.652406417,1,1,GC2,20GC2,,,Drying phase
20,2,,93705-36,0.411764706,0.902174279,0.913084465,GC2,20GC2,,,Drying phase
20,3,,93705-36,0.395721925,0.797101866,0.76961192,GC2,20GC2,,,Drying phase
20,4,,93705-36,0.368983957,0.747462228,0.710517359,GC2,20GC2,,,Drying phase
20,5,,93705-36,0.20855615,0.592597826,0.530832804,GC2,20GC2,,,Drying phase
20,6,,93705-36,0.101604278,0.479293337,0.404603271,GC2,20GC2,,,Drying phase
20,7,,93705-36,0.064171123,0.392039482,0.311845039,GC2,20GC2,,,Drying phase
20,8,,93705-36,0.069518717,0.513561207,0.395651522,GC2,20GC2,,,Drying phase
20,9,,93705-36,0.037433155,0.468751847,0.344376611,GC2,20GC2,,,Drying phase
20,10,,93705-36,0.042780749,0.45328821,0.323498035,GC2,20GC2,,,Drying phase
20,11,0,93705-36,0,0.307984644,0.210808679,GC2,20GC2,,,Drying phase
20,12,1,93705-36,,0.68384206,0.484760522,GC2,20GC2,,,Recovery phase
20,13,2,93705-36,,1.094295436,0.79734748,GC2,20GC2,,,Recovery phase
20,14,3,93705-36,,1.038860053,0.793244491,GC2,20GC2,,,Recovery phase
20,15,4,93705-36,,0.999154682,0.770769231,GC2,20GC2,,,Recovery phase
20,16,5,93705-36,,0.896206536,0.692608897,GC2,20GC2,,,Recovery phase
25,1,,93705-36,0.75462963,1.034090921,1.04674785,GC2,25GC2,,,Drying phase
25,2,,93705-36,0.550925926,1.007772223,1.002407255,GC2,25GC2,,,Drying phase
25,3,,93705-36,0.513888889,0.958136855,0.950844894,GC2,25GC2,,,Drying phase
25,4,,93705-36,0.449074074,0.92068783,0.904827788,GC2,25GC2,,,Drying phase
25,5,,93705-36,0.291666667,0.741531544,0.708713421,GC2,25GC2,,,Drying phase
25,6,,93705-36,0.212962963,0.612327066,0.564856616,GC2,25GC2,,,Drying phase
25,7,,93705-36,0.171296296,0.538377597,0.472031186,GC2,25GC2,,,Drying phase
25,8,,93705-36,0.138888889,0.580557142,0.49505795,GC2,25GC2,,,Drying phase
25,9,,93705-36,0.138888889,0.610119876,0.523530671,GC2,25GC2,,,Drying phase
25,10,,93705-36,0.134259259,0.587115533,0.487514054,GC2,25GC2,,,Drying phase
25,11,,93705-36,0.064814815,0.318525513,0.253711017,GC2,25GC2,,,Drying phase
25,12,0,93705-36,0,0.101911383,0.079203096,GC2,25GC2,,,Drying phase
25,13,1,93705-36,,0.627237478,0.492840942,GC2,25GC2,,,Recovery phase
25,14,2,93705-36,,1.080493898,0.882548788,GC2,25GC2,,,Recovery phase
25,15,3,93705-36,,1.235978007,1.069085736,GC2,25GC2,,,Recovery phase
25,16,4,93705-36,,1.098198629,0.968610586,GC2,25GC2,,,Recovery phase
25,17,5,93705-36,,1.207103593,1.113419688,GC2,25GC2,,,Recovery phase
26,1,,93705-36,0.689956332,1.019092196,1.028036056,GC2,26GC2,,,Drying phase
26,2,,93705-36,0.497816594,0.980907804,0.971963944,GC2,26GC2,,,Drying phase
26,3,,93705-36,0.480349345,0.906509318,0.893156056,GC2,26GC2,,,Drying phase
26,4,,93705-36,0.454148472,0.877207434,0.834550522,GC2,26GC2,,,Drying phase
26,5,,93705-36,0.257641921,0.740066586,0.674457947,GC2,26GC2,,,Drying phase
26,6,,93705-36,0.165938865,0.600407207,0.528354896,GC2,26GC2,,,Drying phase
26,7,,93705-36,0.135371179,0.503580046,0.424912127,GC2,26GC2,,,Drying phase
26,8,,93705-36,0.139737991,0.578268238,0.466642509,GC2,26GC2,,,Drying phase
26,9,,93705-36,0.109170306,0.579677265,0.456317567,GC2,26GC2,,,Drying phase
26,10,,93705-36,0.109170306,0.517675401,0.39712609,GC2,26GC2,,,Drying phase
26,11,,93705-36,0.074235808,0.382786526,0.28107325,GC2,26GC2,,,Drying phase
26,12,0,93705-36,0,0.100149786,0.07050937,GC2,26GC2,,,Drying phase
26,13,1,93705-36,,0.676044372,0.46852329,GC2,26GC2,,,Recovery phase
26,14,2,93705-36,,1.082983874,0.771455463,GC2,26GC2,,,Recovery phase
26,15,3,93705-36,,1.224224479,0.883841393,GC2,26GC2,,,Recovery phase
26,16,4,93705-36,,1.086170557,0.797521693,GC2,26GC2,,,Recovery phase
26,17,5,93705-36,,1.144529862,0.850940314,GC2,26GC2,,,Recovery phase
3,1,,N05-7432,0.792682927,0.957319217,0.931673805,GC2,3GC2,,,Drying phase
3,2,,N05-7432,0.609756098,1.002380082,1.002894762,GC2,3GC2,,,Drying phase
3,3,,N05-7432,0.56504065,1.040300701,1.065431433,GC2,3GC2,,,Drying phase
3,4,,N05-7432,0.512195122,0.931775813,0.983974106,GC2,3GC2,,,Drying phase
3,5,,N05-7432,0.31300813,0.762990508,0.791618266,GC2,3GC2,,,Drying phase
3,6,,N05-7432,0.235772358,0.650188704,0.684812627,GC2,3GC2,,,Drying phase
3,7,,N05-7432,0.18699187,0.572610618,0.590817535,GC2,3GC2,,,Drying phase
3,8,,N05-7432,0.166666667,0.610461463,0.628110211,GC2,3GC2,,,Drying phase
3,9,,N05-7432,0.12601626,0.531617773,0.538515827,GC2,3GC2,,,Drying phase
3,10,,N05-7432,0.117886179,0.430132935,0.419694167,GC2,3GC2,,,Drying phase
3,11,,N05-7432,0.06097561,0.289327942,0.269983493,GC2,3GC2,,,Drying phase
3,12,0,N05-7432,0,0.085251594,0.072551572,GC2,3GC2,,,Drying phase
3,13,1,N05-7432,,0.504622977,0.424081214,GC2,3GC2,,,Recovery phase
3,14,2,N05-7432,,0.898407236,0.778875919,GC2,3GC2,,,Recovery phase
3,15,3,N05-7432,,1.135717164,1.043946588,GC2,3GC2,,,Recovery phase
3,16,4,N05-7432,,0.994241008,0.921129342,GC2,3GC2,,,Recovery phase
3,17,5,N05-7432,,0.96834535,0.926016143,GC2,3GC2,,,Recovery phase
7,1,,N05-7432,0.761316872,0.926311046,0.904319181,GC2,7GC2,,,Drying phase
7,2,,N05-7432,0.534979424,1.047529135,1.061395124,GC2,7GC2,,,Drying phase
7,3,,N05-7432,0.580246914,1.02615982,1.034285695,GC2,7GC2,,,Drying phase
7,4,,N05-7432,0.502057613,0.886088544,0.877701557,GC2,7GC2,,,Drying phase
7,5,,N05-7432,0.29218107,0.766478589,0.743772609,GC2,7GC2,,,Drying phase
7,6,,N05-7432,0.201646091,0.631334375,0.600569571,GC2,7GC2,,,Drying phase
7,7,,N05-7432,0.160493827,0.540308967,0.494371293,GC2,7GC2,,,Drying phase
7,8,,N05-7432,0.164609053,0.564655233,0.505454176,GC2,7GC2,,,Drying phase
7,9,,N05-7432,0.12345679,0.481317928,0.413657613,GC2,7GC2,,,Drying phase
7,10,,N05-7432,0.098765432,0.397844732,0.331995894,GC2,7GC2,,,Drying phase
7,11,,N05-7432,0.0781893,0.342558372,0.277368315,GC2,7GC2,,,Drying phase
7,12,0,N05-7432,0,0.102430855,0.078434875,GC2,7GC2,,,Drying phase
7,13,1,N05-7432,,0.471418671,0.349885397,GC2,7GC2,,,Recovery phase
7,14,2,N05-7432,,0.816268405,0.615825488,GC2,7GC2,,,Recovery phase
7,15,3,N05-7432,,1.079718363,0.848773714,GC2,7GC2,,,Recovery phase
7,16,4,N05-7432,,0.927445405,0.730288182,GC2,7GC2,,,Recovery phase
7,17,5,N05-7432,,0.954635574,0.775222149,GC2,7GC2,,,Recovery phase
14,1,,N05-7432,0.804469274,0.997961924,1.017182131,GC2,14GC2,,,Drying phase
14,2,,N05-7432,0.597765363,1.002038076,0.982817869,GC2,14GC2,,,Drying phase
14,3,,N05-7432,0.553072626,0.961967336,0.879832684,GC2,14GC2,,,Drying phase
14,4,,N05-7432,0.491620112,0.825849879,0.717957659,GC2,14GC2,,,Drying phase
14,5,,N05-7432,0.268156425,0.649227953,0.529146366,GC2,14GC2,,,Drying phase
14,6,,N05-7432,0.206703911,0.533563851,0.409794464,GC2,14GC2,,,Drying phase
14,7,,N05-7432,0.150837989,0.38457214,0.276446711,GC2,14GC2,,,Drying phase
14,8,,N05-7432,0.195530726,0.576053156,0.399698772,GC2,14GC2,,,Drying phase
14,9,,N05-7432,0.156424581,0.474697656,0.316983871,GC2,14GC2,,,Drying phase
14,10,,N05-7432,0.184357542,0.447389278,0.284986373,GC2,14GC2,,,Drying phase
14,11,,N05-7432,0.067039106,0.405346868,0.246571067,GC2,14GC2,,,Drying phase
14,12,0,N05-7432,0,0.160510091,0.09233658,GC2,14GC2,,,Drying phase
14,13,1,N05-7432,,0.702490696,0.39730073,GC2,14GC2,,,Recovery phase
14,14,2,N05-7432,,1.071676618,0.615747504,GC2,14GC2,,,Recovery phase
14,15,3,N05-7432,,1.338062226,0.810718377,GC2,14GC2,,,Recovery phase
14,16,4,N05-7432,,1.265416518,0.791735251,GC2,14GC2,,,Recovery phase
14,17,5,N05-7432,,1.394561455,0.923380154,GC2,14GC2,,,Recovery phase
16,1,,N05-7432,0.827102804,0.95219438,0.952009132,GC2,16GC2,,,Drying phase
16,2,,N05-7432,0.640186916,0.994386402,1.017029478,GC2,16GC2,,,Drying phase
16,3,,N05-7432,0.593457944,1.053419218,1.030961389,GC2,16GC2,,,Drying phase
16,4,,N05-7432,0.53271028,0.869653723,0.864879897,GC2,16GC2,,,Drying phase
16,5,,N05-7432,0.327102804,0.710971249,0.693339984,GC2,16GC2,,,Drying phase
16,6,,N05-7432,0.26635514,0.585120875,0.557482825,GC2,16GC2,,,Drying phase
16,7,,N05-7432,0.186915888,0.50085522,0.465022259,GC2,16GC2,,,Drying phase
16,8,,N05-7432,0.177570093,0.482413751,0.438122523,GC2,16GC2,,,Drying phase
16,9,,N05-7432,0.144859813,0.558577342,0.508181623,GC2,16GC2,,,Drying phase
16,10,,N05-7432,0.163551402,0.456795059,0.40369446,GC2,16GC2,,,Drying phase
16,11,,N05-7432,0.070093458,0.333182938,0.281675533,GC2,16GC2,,,Drying phase
16,12,0,N05-7432,0,0.130794009,0.102186261,GC2,16GC2,,,Drying phase
16,13,1,N05-7432,,0.616170773,0.484479122,GC2,16GC2,,,Recovery phase
16,14,2,N05-7432,,0.962493637,0.794160644,GC2,16GC2,,,Recovery phase
16,15,3,N05-7432,,1.229569099,1.107997115,GC2,16GC2,,,Recovery phase
16,16,4,N05-7432,,1.111136897,1.03913159,GC2,16GC2,,,Recovery phase
16,17,5,N05-7432,,1.137002656,1.129526769,GC2,16GC2,,,Recovery phase
4,1,,Geden Shirazu,0.679144385,1,1,GC2,4GC2,,,Drying phase
4,2,,Geden Shirazu,0.556149733,0.796563778,0.767731481,GC2,4GC2,,,Drying phase
4,3,,Geden Shirazu,0.529411765,0.749760845,0.679777778,GC2,4GC2,,,Drying phase
4,4,,Geden Shirazu,0.443850267,0.739374137,0.639205955,GC2,4GC2,,,Drying phase
4,5,,Geden Shirazu,0.272727273,0.554732479,0.448259861,GC2,4GC2,,,Drying phase
4,6,,Geden Shirazu,0.197860963,0.469122965,0.354820937,GC2,4GC2,,,Drying phase
4,7,,Geden Shirazu,0.106951872,0.348909101,0.242999358,GC2,4GC2,,,Drying phase
4,8,,Geden Shirazu,0.14973262,0.507127437,0.337457742,GC2,4GC2,,,Drying phase
4,9,,Geden Shirazu,0.090909091,0.398198626,0.248366606,GC2,4GC2,,,Drying phase
4,10,,Geden Shirazu,0.064171123,0.389065589,0.230879541,GC2,4GC2,,,Drying phase
4,11,,Geden Shirazu,0.080213904,0.390349988,0.220098895,GC2,4GC2,,,Drying phase
4,12,0,Geden Shirazu,0,0.134614189,0.070614035,GC2,4GC2,,,Drying phase
4,13,1,Geden Shirazu,,0.738852921,0.385322953,GC2,4GC2,,,Recovery phase
4,14,2,Geden Shirazu,,1.034838441,0.547322503,GC2,4GC2,,,Recovery phase
4,15,3,Geden Shirazu,,1.280746812,0.690858209,GC2,4GC2,,,Recovery phase
4,16,4,Geden Shirazu,,1.166437222,0.631372549,GC2,4GC2,,,Recovery phase
4,17,5,Geden Shirazu,,1.307770942,0.732239493,GC2,4GC2,,,Recovery phase
8,1,,Geden Shirazu,0.793577982,0.974695964,0.964630225,GC2,8GC2,,,Drying phase
8,2,,Geden Shirazu,0.619266055,1.025304036,1.035369775,GC2,8GC2,,,Drying phase
8,3,,Geden Shirazu,0.568807339,0.93195695,0.929531976,GC2,8GC2,,,Drying phase
8,4,,Geden Shirazu,0.509174312,0.814956336,0.796438288,GC2,8GC2,,,Drying phase
8,5,,Geden Shirazu,0.348623853,0.710305665,0.680637516,GC2,8GC2,,,Drying phase
8,6,,Geden Shirazu,0.23853211,0.571354048,0.527667792,GC2,8GC2,,,Drying phase
8,7,,Geden Shirazu,0.201834862,0.510497893,0.452184616,GC2,8GC2,,,Drying phase
8,8,,Geden Shirazu,0.183486239,0.524028709,0.448030193,GC2,8GC2,,,Drying phase
8,9,,Geden Shirazu,0.146788991,0.51259872,0.42592344,GC2,8GC2,,,Drying phase
8,10,,Geden Shirazu,0.128440367,0.524026961,0.422330565,GC2,8GC2,,,Drying phase
8,11,,Geden Shirazu,0.068807339,0.344462982,0.258993021,GC2,8GC2,,,Drying phase
8,12,0,Geden Shirazu,0,0.128912245,0.09082191,GC2,8GC2,,,Drying phase
8,13,1,Geden Shirazu,,0.619786176,0.423940335,GC2,8GC2,,,Recovery phase
8,14,2,Geden Shirazu,,0.942678096,0.66034414,GC2,8GC2,,,Recovery phase
8,15,3,Geden Shirazu,,1.252176324,0.920757947,GC2,8GC2,,,Recovery phase
8,16,4,Geden Shirazu,,1.212306235,0.899844425,GC2,8GC2,,,Recovery phase
8,17,5,Geden Shirazu,,1.370007443,1.06100069,GC2,8GC2,,,Recovery phase
24,1,,Geden Shirazu,0.763819095,1,1,GC2,24GC2,,,Drying phase
24,2,,Geden Shirazu,0.608040201,0.892045053,0.865898345,GC2,24GC2,,,Drying phase
24,3,,Geden Shirazu,0.567839196,0.779272142,0.712510638,GC2,24GC2,,,Drying phase
24,4,,Geden Shirazu,0.522613065,0.726304499,0.586505464,GC2,24GC2,,,Drying phase
24,5,,Geden Shirazu,0.376884422,0.624592937,0.468924322,GC2,24GC2,,,Drying phase
24,6,,Geden Shirazu,0.251256281,0.455991625,0.318489538,GC2,24GC2,,,Drying phase
24,7,,Geden Shirazu,0.206030151,0.39920712,0.257409913,GC2,24GC2,,,Drying phase
24,8,,Geden Shirazu,0.286432161,0.50121444,0.305726986,GC2,24GC2,,,Drying phase
24,9,,Geden Shirazu,0.226130653,0.45563298,0.261111326,GC2,24GC2,,,Drying phase
24,10,,Geden Shirazu,0.170854271,0.526416367,0.268540743,GC2,24GC2,,,Drying phase
24,11,,Geden Shirazu,0.226130653,0.485131541,0.233151387,GC2,24GC2,,,Drying phase
24,12,,Geden Shirazu,0.100502513,0.329397918,0.150242628,GC2,24GC2,,,Drying phase
24,13,0,Geden Shirazu,0,0.272658053,0.118530516,GC2,24GC2,,,Drying phase
24,14,1,Geden Shirazu,,0.709819197,0.315346801,GC2,24GC2,,,Recovery phase
24,15,2,Geden Shirazu,,1.05463089,0.485709749,GC2,24GC2,,,Recovery phase
24,16,3,Geden Shirazu,,1.100095123,0.506477692,GC2,24GC2,,,Recovery phase
24,17,4,Geden Shirazu,,1.354282552,0.662624481,GC2,24GC2,,,Recovery phase
24,18,5,Geden Shirazu,,1.274059816,0.628768707,GC2,24GC2,,,Recovery phase
30,1,,Geden Shirazu,0.761538462,0.933551699,0.918384392,GC2,30GC2,,,Drying phase
30,2,,Geden Shirazu,0.561538462,1.073284784,1.0731766,GC2,30GC2,,,Drying phase
30,3,,Geden Shirazu,0.538461538,1.053244738,1.055687796,GC2,30GC2,,,Drying phase
30,4,,Geden Shirazu,0.496153846,0.939918779,0.952751213,GC2,30GC2,,,Drying phase
30,5,,Geden Shirazu,0.292307692,0.795675273,0.791256786,GC2,30GC2,,,Drying phase
30,6,,Geden Shirazu,0.215384615,0.65292239,0.640555362,GC2,30GC2,,,Drying phase
30,7,,Geden Shirazu,0.157692308,0.552053804,0.528432066,GC2,30GC2,,,Drying phase
30,8,,Geden Shirazu,0.161538462,0.604573226,0.575650283,GC2,30GC2,,,Drying phase
30,9,,Geden Shirazu,0.123076923,0.521571968,0.476101738,GC2,30GC2,,,Drying phase
30,10,,Geden Shirazu,0.107692308,0.472484235,0.428632251,GC2,30GC2,,,Drying phase
30,11,,Geden Shirazu,0.069230769,0.340809804,0.29134133,GC2,30GC2,,,Drying phase
30,12,0,Geden Shirazu,0,0.094981242,0.075310639,GC2,30GC2,,,Drying phase
30,13,1,Geden Shirazu,,0.736374065,0.577642153,GC2,30GC2,,,Recovery phase
30,14,2,Geden Shirazu,,1.092570232,0.869561465,GC2,30GC2,,,Recovery phase
30,15,3,Geden Shirazu,,1.186906529,0.987749607,GC2,30GC2,,,Recovery phase
30,16,4,Geden Shirazu,,1.02679975,0.853081558,GC2,30GC2,,,Recovery phase
30,17,5,Geden Shirazu,,0.785776148,0.646665616,GC2,30GC2,,,Recovery phase
6,1,,Benning,0.791666667,0.890362496,0.852620003,GC2,6GC2,,,Drying phase
6,2,,Benning,0.616666667,1.059906811,1.058882567,GC2,6GC2,,,Drying phase
6,3,,Benning,0.545833333,1.030598932,1.054903488,GC2,6GC2,,,Drying phase
6,4,,Benning,0.5125,1.01913176,1.033593942,GC2,6GC2,,,Drying phase
6,5,,Benning,0.304166667,0.856101804,0.861061785,GC2,6GC2,,,Drying phase
6,6,,Benning,0.229166667,0.724318408,0.709936656,GC2,6GC2,,,Drying phase
6,7,,Benning,0.191666667,0.640021314,0.609324614,GC2,6GC2,,,Drying phase
6,8,,Benning,0.170833333,0.64038973,0.585949491,GC2,6GC2,,,Drying phase
6,9,,Benning,0.108333333,0.556625992,0.492814362,GC2,6GC2,,,Drying phase
6,10,,Benning,0.095833333,0.509664555,0.438137236,GC2,6GC2,,,Drying phase
6,11,,Benning,0.0625,0.389772135,0.319651454,GC2,6GC2,,,Drying phase
6,12,0,Benning,0,0.109399401,0.085597677,GC2,6GC2,,,Drying phase
6,13,1,Benning,,0.672252055,0.524454531,GC2,6GC2,,,Recovery phase
6,14,2,Benning,,1.075055641,0.861061785,GC2,6GC2,,,Recovery phase
6,15,3,Benning,,1.379879328,1.170255898,GC2,6GC2,,,Recovery phase
6,16,4,Benning,,1.190740164,1.014350869,GC2,6GC2,,,Recovery phase
6,17,5,Benning,,1.228916414,1.081682093,GC2,6GC2,,,Recovery phase
13,1,,Benning,0.738219895,1,1,GC2,13GC2,,,Drying phase
13,2,,Benning,0.570680628,0.926936515,0.936526946,GC2,13GC2,,,Drying phase
13,3,,Benning,0.534031414,0.860956389,0.84756447,GC2,13GC2,,,Drying phase
13,4,,Benning,0.460732984,0.836664449,0.795543175,GC2,13GC2,,,Drying phase
13,5,,Benning,0.32460733,0.616606211,0.555445545,GC2,13GC2,,,Drying phase
13,6,,Benning,0.235602094,0.519120365,0.439455782,GC2,13GC2,,,Drying phase
13,7,,Benning,0.157068063,0.40394413,0.324840764,GC2,13GC2,,,Drying phase
13,8,,Benning,0.151832461,0.486362179,0.36893617,GC2,13GC2,,,Drying phase
13,9,,Benning,0.12565445,0.507121819,0.374,GC2,13GC2,,,Drying phase
13,10,,Benning,0.115183246,0.516991179,0.366045549,GC2,13GC2,,,Drying phase
13,11,,Benning,0.068062827,0.374689521,0.252091255,GC2,13GC2,,,Drying phase
13,12,0,Benning,0,0.135547397,0.087007874,GC2,13GC2,,,Drying phase
13,13,1,Benning,,0.870447914,0.567793241,GC2,13GC2,,,Recovery phase
13,14,2,Benning,,1.254604707,0.861782178,GC2,13GC2,,,Recovery phase
13,15,3,Benning,,1.507078403,1.100819672,GC2,13GC2,,,Recovery phase
13,16,4,Benning,,1.372406622,1.039410681,GC2,13GC2,,,Recovery phase
13,17,5,Benning,,1.378832371,1.09738806,GC2,13GC2,,,Recovery phase
18,1,,Benning,0.668341709,0.988618276,0.968881857,GC2,18GC2,,,Drying phase
18,2,,Benning,0.477386935,1.011381724,1.031118143,GC2,18GC2,,,Drying phase
18,3,,Benning,0.48241206,0.9327163,0.922444174,GC2,18GC2,,,Drying phase
18,4,,Benning,0.43718593,0.850237801,0.827233897,GC2,18GC2,,,Drying phase
18,5,,Benning,0.271356784,0.63512479,0.574483279,GC2,18GC2,,,Drying phase
18,6,,Benning,0.170854271,0.529263143,0.452717421,GC2,18GC2,,,Drying phase
18,7,,Benning,0.140703518,0.433224727,0.349702581,GC2,18GC2,,,Drying phase
18,8,,Benning,0.135678392,0.482686402,0.376995616,GC2,18GC2,,,Drying phase
18,9,,Benning,0.110552764,0.499682108,0.374340717,GC2,18GC2,,,Drying phase
18,10,,Benning,0.100502513,0.516265914,0.37201562,GC2,18GC2,,,Drying phase
18,11,,Benning,0.075376884,0.381337835,0.260947268,GC2,18GC2,,,Drying phase
18,12,0,Benning,0,0.112870216,0.073689118,GC2,18GC2,,,Drying phase
18,13,1,Benning,,0.748092058,0.471336887,GC2,18GC2,,,Recovery phase
18,14,2,Benning,,1.075134958,0.701734414,GC2,18GC2,,,Recovery phase
18,15,3,Benning,,1.307275948,0.905168128,GC2,18GC2,,,Recovery phase
18,16,4,Benning,,1.140953621,0.804292517,GC2,18GC2,,,Recovery phase
18,17,5,Benning,,1.205096008,0.879980044,GC2,18GC2,,,Recovery phase
34,1,,Benning,0.761538462,0.939435147,0.930406801,GC2,34GC2,,,Drying phase
34,2,,Benning,0.561538462,1.060564853,1.069593199,GC2,34GC2,,,Drying phase
34,3,,Benning,0.538461538,0.867992354,0.867343955,GC2,34GC2,,,Drying phase
34,4,,Benning,0.496153846,0.870131464,0.843183956,GC2,34GC2,,,Drying phase
34,5,,Benning,0.292307692,0.654104976,0.594011853,GC2,34GC2,,,Drying phase
34,6,,Benning,0.215384615,0.516427531,0.439049577,GC2,34GC2,,,Drying phase
34,7,,Benning,0.157692308,0.410487293,0.330025694,GC2,34GC2,,,Drying phase
34,8,,Benning,0.161538462,0.475975262,0.37134358,GC2,34GC2,,,Drying phase
34,9,,Benning,0.123076923,0.462140797,0.349062965,GC2,34GC2,,,Drying phase
34,10,,Benning,0.107692308,0.470452665,0.344410599,GC2,34GC2,,,Drying phase
34,11,,Benning,0.069230769,0.350678027,0.243672163,GC2,34GC2,,,Drying phase
34,12,0,Benning,0,0.089072629,0.059050391,GC2,34GC2,,,Drying phase
34,13,1,Benning,,0.713592463,0.471677404,GC2,34GC2,,,Recovery phase
34,14,2,Benning,,1.116207822,0.756015086,GC2,34GC2,,,Recovery phase
34,15,3,Benning,,1.317457659,0.92764556,GC2,34GC2,,,Recovery phase
34,16,4,Benning,,1.208952826,0.863818342,GC2,34GC2,,,Recovery phase
34,17,5,Benning,,1.275730471,0.941240797,GC2,34GC2,,,Recovery phase
